tag_id,species,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,age_group,sex,colony_id,island,capture_date,health_status,study_name,clutch_completion,date_egg,is_duplicate
ADE-0030,Adelie,38.6,19.33,191.2,2508.0,Juvenile,FEMALE,Cormorant East,UNKNOWN,2023-12-08,UNKNOWN,PAPRI2023,yes,2023-11-30,False
UNKNOWN,Gentoo,49.95,13.46,224.7,3842.084374791102,Adult,MALE,Torgersen North,Torgersen,2021-09-25,Healthy,PAPRI2021,no,1900-01-01,True
CHN-0036,Chinstrap,48.57,15.84,199.0,3766.0,Adult,MALE,Torgersen North,Torgersen,2022-12-23,Healthy,PAPRI2022,yes,2022-12-13,False
CHN-0037,Chinstrap,51.5,18.71,199.1,3632.0,Adult,MALE,Torgersen North,Torgersen,2020-09-16,Healthy,PAPRI2020,no,1900-01-01,False
GEN-0038,Gentoo,47.38,15.62,199.315,3842.084374791102,Chick,MALE,Shortcut Point,Shortcut,2021-02-10,Underweight,UNKNOWN,yes,2021-02-09,False
UNKNOWN,Chinstrap,44.16,19.3,188.7,4314.0,Adult,MALE,Cormorant East,Cormorant,1900-01-01,Overweight,PAPRI2020,yes,2020-02-26,True
ADE-0031,Adelie,38.3,17.74,199.4,3759.0,Adult,MALE,Shortcut Point,Shortcut,2024-05-04,UNKNOWN,PAPRI2024,yes,2024-05-03,False
ADE-0032,Adelie,41.14,18.82,181.2,3256.0,Juvenile,MALE,Torgersen North,Torgersen,2020-09-27,Healthy,PAPRI2020,yes,2020-09-20,False
UNKNOWN,Gentoo,47.75,16.08,213.9,5564.0,Adult,MALE,Cormorant East,Dream,2022-11-30,UNKNOWN,PAPRI2022,UNKNOWN,2022-11-25,False
GEN-0039,Gentoo,50.26,15.18,206.9,4082.0,Adult,FEMALE,Dream South,Dream,1900-01-01,Healthy,PAPRI2024,yes,2024-03-10,False
UNKNOWN,Adelie,37.67,17.98,181.3,3264.23,Adult,MALE,Dream South,Dream,2020-03-06,UNKNOWN,PAPRI2020,yes,2020-03-05,False
UNKNOWN,Gentoo,41.7,13.35,199.315,5273.0,Adult,MALE,Biscoe West,Biscoe,1900-01-01,UNKNOWN,PAPRI2024,no,1900-01-01,True
UNKNOWN,Gentoo,50.45,17.485,216.7,5533.0,Adult,MALE,Biscoe West,Biscoe,2020-02-04,Healthy,PAPRI2020,yes,2020-01-22,True
CHN-0039,Chinstrap,52.65,21.0,185.0,2500.0,Chick,MALE,Shortcut Point,Shortcut,2019-12-20,UNKNOWN,PAPRI2019,yes,2019-12-13,False
GEN-0041,Gentoo,45.63,14.13,213.2,3742.0,Juvenile,FEMALE,Dream South,Dream,2021-12-02,Healthy,PAPRI2021,UNKNOWN,2021-11-23,False
ADE-0033,Adelie,37.79,16.64,195.2,4215.0,Adult,MALE,Cormorant East,Cormorant,2022-11-16,Overweight,PAPRI2022,yes,2022-11-05,False
UNKNOWN,Gentoo,45.16668133802817,15.56,199.315,4613.0,Adult,MALE,Shortcut Point,Shortcut,2023-01-06,Healthy,UNKNOWN,yes,2023-01-02,True
GEN-0042,Gentoo,44.98,15.0,214.8,5234.0,Adult,MALE,Dream South,Biscoe,2020-03-22,Healthy,UNKNOWN,yes,2020-03-10,False
UNKNOWN,Chinstrap,49.74,19.04,200.6,3842.084374791102,Adult,MALE,Cormorant East,Cormorant,2023-11-22,Overweight,PAPRI2023,yes,2023-11-21,True
GEN-0043,Gentoo,42.25,13.29,222.3,4389.0,Adult,FEMALE,Biscoe West,Biscoe,2020-10-04,Healthy,PAPRI2020,yes,2020-09-22,False
CHN-0040,Chinstrap,47.09,18.86,210.08,3876.0,Adult,FEMALE,Torgersen North,Torgersen,2024-06-25,Healthy,PAPRI2024,yes,2024-06-17,False
GEN-0044,Gentoo,51.12,15.21,224.9,2865.0,Chick,MALE,Cormorant East,Cormorant,2023-02-05,Underweight,UNKNOWN,yes,2023-01-23,False
UNKNOWN,Gentoo,49.25,14.37,220.5,5171.0,Adult,FEMALE,UNKNOWN,UNKNOWN,2019-12-29,Healthy,PAPRI2019,no,1900-01-01,False
CHN-0041,Chinstrap,50.14,19.64,199.5,3974.0,Adult,MALE,Biscoe West,Biscoe,2021-01-22,Overweight,PAPRI2021,yes,2021-01-10,False
UNKNOWN,Chinstrap,53.36,19.54,194.8,2998.0,Juvenile,MALE,Shortcut Point,UNKNOWN,2022-12-12,Underweight,UNKNOWN,yes,2022-12-08,False
UNKNOWN,UNKNOWN,45.16668133802817,19.29,198.9,4020.0,Adult,MALE,Dream South,Dream,2024-03-28,Healthy,PAPRI2024,yes,2024-03-28,False
UNKNOWN,Gentoo,48.07,14.86,208.8,5299.0,Adult,MALE,Dream South,Torgersen,1900-01-01,Healthy,PAPRI2023,yes,2023-09-22,True
ADE-0034,Adelie,42.84,18.72,191.7,2864.0,Juvenile,MALE,Cormorant East,Cormorant,2020-07-28,Underweight,PAPRI2020,yes,2020-07-14,False
ADE-0035,Adelie,38.54,17.485,194.0,3756.0,Adult,MALE,Cormorant East,Cormorant,2022-01-27,Underweight,PAPRI2022,yes,2022-01-26,False
UNKNOWN,Chinstrap,49.38,19.15,194.7,3392.0,Adult,FEMALE,Torgersen North,UNKNOWN,2024-03-08,Healthy,PAPRI2024,yes,2024-02-23,False
UNKNOWN,Chinstrap,49.24,17.38,204.4,2570.0,Juvenile,MALE,Biscoe West,Dream,2022-04-06,Underweight,PAPRI2022,yes,2022-04-06,False
UNKNOWN,Chinstrap,50.01,17.485,195.1,2500.0,Juvenile,MALE,Torgersen North,Torgersen,2023-02-28,Underweight,PAPRI2023,yes,2023-02-24,False
UNKNOWN,Adelie,45.16668133802817,21.0,180.6,3842.084374791102,Chick,FEMALE,Dream South,UNKNOWN,2020-02-06,Underweight,PAPRI2020,yes,2020-01-28,False
GEN-0045,Gentoo,49.45,15.98,223.7,5800.0,Adult,MALE,Torgersen North,Torgersen,1900-01-01,UNKNOWN,PAPRI2021,yes,2021-05-16,False
GEN-0046,Gentoo,49.45,14.68,228.1,4343.0,Adult,FEMALE,Dream South,Dream,1900-01-01,Healthy,PAPRI2020,yes,2020-02-04,False
GEN-0047,Gentoo,50.19,14.55,212.7,3842.084374791102,Adult,FEMALE,Biscoe West,UNKNOWN,1900-01-01,Healthy,PAPRI2021,yes,2021-10-22,False
UNKNOWN,Adelie,35.42,17.485,189.5,4035.0,Adult,MALE,Dream South,Dream,2024-01-28,Healthy,UNKNOWN,no,1900-01-01,True
ADE-0036,Adelie,39.53,18.05,194.6,3917.0,Adult,MALE,Dream South,UNKNOWN,2024-05-27,Healthy,PAPRI2024,yes,2024-05-16,False
CHN-0045,Chinstrap,50.92,20.63,199.315,3731.0,Adult,MALE,UNKNOWN,Biscoe,2019-12-15,UNKNOWN,PAPRI2019,yes,2019-12-12,False
ADE-0037,Adelie,36.02,17.485,192.4,3299.0,Adult,FEMALE,Dream South,Dream,2021-03-02,Critical,PAPRI2022,yes,2021-02-17,False
UNKNOWN,Adelie,38.69,16.25,190.8,3321.0,UNKNOWN,FEMALE,Cormorant East,Cormorant,2022-03-13,Underweight,PAPRI2022,yes,2022-02-27,False
UNKNOWN,Chinstrap,46.71,20.09,194.1,2954.0,Juvenile,MALE,Dream South,Dream,2021-10-22,UNKNOWN,UNKNOWN,yes,2021-10-10,False
ADE-0038,Adelie,37.58,14.76,179.7,2500.0,Chick,MALE,Biscoe West,Biscoe,2024-05-11,Underweight,PAPRI2024,yes,2024-05-10,False
ADE-0039,Adelie,45.16668133802817,19.12,189.8,2682.0,Juvenile,FEMALE,Dream South,Dream,2020-09-06,Underweight,PAPRI2020,yes,2020-09-06,False
UNKNOWN,Gentoo,47.49,13.41,226.0,5351.0,Adult,MALE,Cormorant East,UNKNOWN,2021-04-15,Overweight,PAPRI2021,yes,2021-04-15,False
UNKNOWN,Adelie,36.43,18.46,188.3,3674.0,Adult,MALE,Biscoe West,Biscoe,2023-12-14,Healthy,PAPRI2023,UNKNOWN,2023-12-12,False
GEN-0048,Gentoo,44.5,14.46,227.8,5519.0,Adult,MALE,Biscoe West,Biscoe,2024-02-11,Overweight,UNKNOWN,no,1900-01-01,False
ADE-0040,Adelie,34.01,17.73,191.8,3460.0,Adult,MALE,UNKNOWN,Biscoe,2021-10-31,Healthy,PAPRI2021,yes,2021-10-29,False
GEN-0049,Gentoo,47.68,13.0,221.2,5415.0,Adult,MALE,Dream South,Dream,1900-01-01,Healthy,PAPRI2019,yes,2019-11-17,False
GEN-0050,Gentoo,45.76,16.11,217.7,3842.084374791102,Adult,MALE,Torgersen North,UNKNOWN,2020-12-13,Overweight,PAPRI2020,no,1900-01-01,False
UNKNOWN,Chinstrap,55.65,17.485,208.2,3161.0,Juvenile,MALE,Torgersen North,Torgersen,2024-10-14,Healthy,PAPRI2024,yes,2024-10-02,False
UNKNOWN,Gentoo,45.16668133802817,14.16,220.7,5452.0,Adult,MALE,Shortcut Point,Shortcut,1900-01-01,Healthy,PAPRI2023,yes,2023-09-10,True
ADE-0041,Adelie,43.46,19.05,190.2,3736.0,Adult,MALE,Biscoe West,Biscoe,2024-03-13,Healthy,PAPRI2024,yes,2024-03-10,False
ADE-0042,Adelie,37.44,18.72,197.1,3842.084374791102,Adult,UNKNOWN,Torgersen North,Torgersen,2022-05-15,Healthy,UNKNOWN,yes,2022-05-06,False
UNKNOWN,Adelie,37.5,20.76,182.0,3261.0,Adult,MALE,Torgersen North,Torgersen,2022-06-07,Healthy,PAPRI2022,no,1900-01-01,False
GEN-0051,Gentoo,42.81,17.2,216.4,3842.084374791102,Adult,MALE,Torgersen North,Torgersen,1900-01-01,Healthy,PAPRI2022,no,1900-01-01,True
UNKNOWN,Gentoo,46.98,15.86,220.9,3842.084374791102,Juvenile,MALE,Biscoe West,Biscoe,2022-03-05,Underweight,PAPRI2022,no,1900-01-01,False
ADE-0043,Adelie,40.24,15.18,199.315,4130.0,Adult,MALE,Dream South,Dream,2021-09-08,Healthy,PAPRI2021,yes,2021-09-04,False
ADE-0044,Adelie,40.13,18.79,186.4,3499.0,Adult,MALE,Torgersen North,UNKNOWN,2020-06-13,Healthy,PAPRI2020,no,1900-01-01,False
UNKNOWN,Gentoo,48.47,14.45,207.1,3842.084374791102,Adult,MALE,Biscoe West,Biscoe,2020-09-15,Healthy,PAPRI2020,no,1900-01-01,False
UNKNOWN,Chinstrap,51.35,13.94,204.0,3143.0,Adult,MALE,Cormorant East,Torgersen,1900-01-01,Underweight,PAPRI2023,yes,2019-11-16,True
GEN-0052,Gentoo,48.62,14.7,221.8,3601.0,Juvenile,MALE,Torgersen North,Torgersen,2023-03-19,Underweight,PAPRI2023,yes,2023-03-09,False
UNKNOWN,Gentoo,46.1,15.22,216.7,4931.0,Adult,FEMALE,Torgersen North,Shortcut,2021-06-01,Healthy,PAPRI2021,yes,2021-05-30,False
CHN-0047,Chinstrap,44.16,18.91,194.2,4300.0,Adult,MALE,Dream South,Dream,1900-01-01,Overweight,PAPRI2021,yes,2021-06-19,True
CHN-0048,Chinstrap,53.75,19.86,193.6,3014.0,Juvenile,MALE,Shortcut Point,Shortcut,2021-07-15,UNKNOWN,PAPRI2021,yes,2021-07-08,False
ADE-0045,UNKNOWN,41.09,20.23,197.9,2500.0,Chick,MALE,Torgersen North,Torgersen,2024-08-04,Underweight,PAPRI2024,yes,2024-07-22,False
ADE-0046,Adelie,41.58,18.76,188.3,3641.0,Adult,MALE,Cormorant East,Cormorant,1900-01-01,Healthy,PAPRI2020,yes,2020-10-15,False
CHN-0049,Chinstrap,45.83,17.4,195.1,3200.0,Adult,FEMALE,Dream South,Dream,2022-08-01,Underweight,PAPRI2022,no,1900-01-01,False
CHN-0050,Chinstrap,45.16668133802817,15.3,202.4,3049.0,Juvenile,MALE,Torgersen North,Torgersen,2024-06-22,Underweight,PAPRI2024,yes,2024-06-14,False
ADE-0047,Adelie,33.13,21.0,184.3,3821.0,Adult,MALE,Cormorant East,Cormorant,1900-01-01,Overweight,PAPRI2023,yes,2023-10-29,False
CHN-0051,Chinstrap,52.46,16.84,200.3,3195.0,Adult,FEMALE,Torgersen North,Torgersen,2020-02-28,Healthy,PAPRI2020,UNKNOWN,1900-01-01,False
CHN-0052,Chinstrap,49.71,17.46,203.5,3299.21,Adult,MALE,Cormorant East,UNKNOWN,1900-01-01,Overweight,PAPRI2020,yes,2020-06-08,False
CHN-0053,Chinstrap,51.67,19.29,197.1,3626.0,Adult,MALE,Biscoe West,Biscoe,1900-01-01,Sick,PAPRI2022,yes,2022-07-16,True
CHN-0054,Chinstrap,45.16668133802817,18.99,192.9,2977.0,Juvenile,MALE,UNKNOWN,Dream,2020-07-13,Underweight,PAPRI2020,no,1900-01-01,False
CHN-0055,Chinstrap,55.6,20.4,200.5,3168.0,Adult,FEMALE,UNKNOWN,Shortcut,2022-08-04,Underweight,PAPRI2022,yes,2022-07-24,False
UNKNOWN,Gentoo,45.19,17.485,223.0,5144.0,Adult,MALE,Torgersen North,Torgersen,2022-01-31,Healthy,PAPRI2022,UNKNOWN,2022-01-20,False
GEN-0053,Gentoo,52.34,17.485,215.5,5655.0,Adult,MALE,Biscoe West,Biscoe,2023-10-17,Underweight,PAPRI2023,yes,2023-10-07,False
UNKNOWN,Gentoo,50.64,15.48,221.3,5517.0,Adult,MALE,Biscoe West,Biscoe,2019-12-04,Healthy,UNKNOWN,yes,2019-12-01,False
ADE-0048,Adelie,38.39,18.59,188.9,4664.218863975485,Juvenile,MALE,Dream South,Dream,2022-01-18,Healthy,PAPRI2022,yes,2022-01-11,False
UNKNOWN,Gentoo,43.67,13.0,199.315,5621.0,Adult,MALE,Biscoe West,Biscoe,2022-11-22,Healthy,PAPRI2022,yes,2022-11-14,False
UNKNOWN,Chinstrap,46.69,16.38,207.5,3219.0,Chick,MALE,Dream South,Dream,2021-09-01,Underweight,PAPRI2021,yes,2021-08-19,True
GEN-0054,Gentoo,37.16,13.98,217.4,5178.0,Adult,FEMALE,Biscoe West,Biscoe,2020-10-28,Healthy,PAPRI2020,yes,2020-10-24,False
UNKNOWN,Adelie,35.05,17.485,196.6,4432.0,UNKNOWN,MALE,Dream South,Shortcut,2023-09-13,Overweight,UNKNOWN,yes,2023-09-08,False
CHN-0056,Chinstrap,45.76,16.11,194.2,3825.0,Adult,MALE,Dream South,Dream,2021-04-13,Healthy,PAPRI2021,no,1900-01-01,False
CHN-0057,Chinstrap,46.31,18.05,184.1,2500.0,Adult,MALE,Cormorant East,Cormorant,2021-05-17,Sick,PAPRI2023,yes,2021-05-10,False
GEN-0055,Gentoo,50.41,14.06,205.5,4901.0,Adult,FEMALE,Torgersen North,UNKNOWN,1900-01-01,Healthy,PAPRI2024,yes,2024-12-22,False
GEN-0056,Gentoo,44.53,15.93,211.1,4125.0,Juvenile,MALE,Biscoe West,Biscoe,2023-04-29,Underweight,PAPRI2023,yes,2023-04-24,False
UNKNOWN,Gentoo,44.59,15.46,228.1,5343.0,Adult,MALE,Dream South,Dream,2022-01-11,Healthy,PAPRI2022,yes,2022-01-04,True
UNKNOWN,Chinstrap,41.11,19.68,195.9,3683.0,Adult,FEMALE,Biscoe West,Biscoe,2023-05-15,Sick,PAPRI2023,yes,2023-05-12,False
GEN-0057,Gentoo,45.76,14.88,230.0,5308.0,Juvenile,MALE,Biscoe West,Biscoe,2022-02-02,Healthy,PAPRI2022,yes,2022-01-19,False
ADE-0049,Adelie,45.16668133802817,18.46,185.4,3326.0,Adult,FEMALE,Shortcut Point,Shortcut,1900-01-01,Healthy,PAPRI2024,yes,2024-08-29,True
CHN-0058,Chinstrap,52.59,18.02,194.1,3940.0,Adult,MALE,UNKNOWN,Torgersen,2022-07-08,UNKNOWN,PAPRI2022,yes,2022-06-30,False
CHN-0059,Chinstrap,46.43,19.93,193.9,3894.0,UNKNOWN,FEMALE,Torgersen North,Torgersen,2023-05-20,Healthy,UNKNOWN,yes,2023-05-09,False
UNKNOWN,Chinstrap,49.59,17.25,211.6,3304.0,Adult,MALE,Cormorant East,Cormorant,2020-09-24,Underweight,PAPRI2020,UNKNOWN,2020-09-18,False
CHN-0061,Chinstrap,45.16668133802817,19.16,194.7,2500.0,Chick,MALE,Dream South,UNKNOWN,1900-01-01,Underweight,PAPRI2020,yes,2020-09-29,False
UNKNOWN,Adelie,42.11,20.84,180.0,3591.0,Adult,FEMALE,Torgersen North,Torgersen,2021-08-06,Sick,PAPRI2021,yes,2021-08-06,False
CHN-0062,Chinstrap,48.51,21.0,190.4,4436.0,Adult,MALE,UNKNOWN,Biscoe,2022-05-11,Overweight,PAPRI2022,yes,2022-05-03,False
GEN-0058,Gentoo,50.43,16.12,226.88,4786.0,Adult,MALE,Cormorant East,Cormorant,2021-05-27,Healthy,PAPRI2021,yes,2021-05-25,False
UNKNOWN,Chinstrap,47.55,18.17,191.9,3375.0,Adult,MALE,Torgersen North,UNKNOWN,1900-01-01,Healthy,PAPRI2021,yes,2022-01-17,True
UNKNOWN,Gentoo,45.74,14.56,212.4,5013.0,Juvenile,MALE,Cormorant East,Cormorant,2023-07-25,Healthy,PAPRI2023,no,1900-01-01,False
UNKNOWN,Gentoo,45.16668133802817,13.0,219.0,5600.0,Adult,MALE,Dream South,Dream,2020-02-04,Healthy,PAPRI2020,yes,2020-02-01,True
GEN-0059,Gentoo,43.98,13.32,221.2,4623.0,Juvenile,MALE,Dream South,Dream,2022-03-23,Healthy,PAPRI2022,yes,2022-03-14,False
CHN-0063,Chinstrap,46.47,17.485,199.9,3724.0,Adult,MALE,Torgersen North,Torgersen,2022-04-16,UNKNOWN,PAPRI2022,yes,2022-04-07,False
ADE-0050,Adelie,33.8,19.34,184.1,3911.0,Adult,MALE,Biscoe West,Biscoe,2021-12-19,Healthy,PAPRI2021,UNKNOWN,2021-12-16,False
UNKNOWN,Gentoo,45.29,16.28,211.76,5244.0,Adult,MALE,Torgersen North,Shortcut,2022-10-13,UNKNOWN,PAPRI2022,no,1900-01-01,False
UNKNOWN,Chinstrap,47.04,16.25,196.5,3950.0,Adult,MALE,Torgersen North,UNKNOWN,2024-01-16,Healthy,PAPRI2024,yes,2024-01-10,False
CHN-0064,Chinstrap,56.45,19.13,197.3,3601.0,Adult,MALE,Shortcut Point,Shortcut,1900-01-01,Underweight,PAPRI2024,UNKNOWN,2024-10-21,False
UNKNOWN,Gentoo,49.01,15.5,210.6,3842.084374791102,Adult,FEMALE,Torgersen North,Torgersen,2022-09-18,Healthy,PAPRI2022,yes,2022-09-05,False
ADE-0051,Adelie,45.16668133802817,19.16,182.8,2901.0,Adult,FEMALE,Cormorant East,Cormorant,2022-09-24,UNKNOWN,UNKNOWN,yes,2022-09-17,False
UNKNOWN,Chinstrap,51.56,17.485,197.8,2960.0,Juvenile,MALE,Torgersen North,Torgersen,2024-01-15,Underweight,PAPRI2024,no,1900-01-01,False
GEN-0060,Gentoo,47.75,13.18,222.5,5128.0,Adult,MALE,Cormorant East,UNKNOWN,2020-02-15,Healthy,UNKNOWN,no,1900-01-01,False
GEN-0061,Gentoo,49.21,15.52,214.0,2674.318647865128,Chick,MALE,Biscoe West,Biscoe,2022-01-01,Underweight,PAPRI2022,yes,2021-12-20,False
UNKNOWN,Adelie,40.25,17.05,177.96,3512.0,Adult,FEMALE,Torgersen North,Torgersen,2022-12-26,Healthy,PAPRI2022,yes,2022-12-21,False
ADE-0052,Adelie,38.19,18.7,206.0,3170.9048935620963,Chick,MALE,Dream South,UNKNOWN,2020-12-26,Underweight,PAPRI2020,yes,2020-12-18,False
GEN-0062,Gentoo,47.53,13.23,210.6,3842.084374791102,Adult,MALE,Cormorant East,Cormorant,2022-02-21,Healthy,PAPRI2022,yes,2022-02-16,False
GEN-0063,Gentoo,49.02,13.89,199.315,4504.0,Adult,FEMALE,Cormorant East,UNKNOWN,2022-01-14,Healthy,PAPRI2022,yes,2022-01-02,False
GEN-0064,Gentoo,39.27,17.22,209.7,5502.0,Adult,MALE,Dream South,UNKNOWN,2024-04-07,Healthy,PAPRI2024,yes,2024-04-01,False
UNKNOWN,Chinstrap,45.61,19.17,199.315,3091.0,Juvenile,MALE,Torgersen North,Biscoe,2021-08-07,Underweight,PAPRI2021,no,1900-01-01,True
CHN-0065,Chinstrap,49.29,17.96,191.7,3423.0,Adult,FEMALE,Torgersen North,UNKNOWN,2021-11-11,Healthy,PAPRI2021,yes,2021-10-29,False
ADE-0053,Adelie,45.16668133802817,17.485,199.315,2500.0,Adult,MALE,Torgersen North,Torgersen,2022-11-18,Healthy,UNKNOWN,yes,2022-11-04,False
UNKNOWN,Chinstrap,40.37,19.99,186.4,3809.0,Juvenile,MALE,UNKNOWN,Cormorant,2023-11-27,Healthy,PAPRI2023,yes,2023-11-20,False
ADE-0054,Adelie,42.06,17.93,199.315,4125.0,Adult,MALE,Biscoe West,Biscoe,1900-01-01,Overweight,PAPRI2022,UNKNOWN,2022-10-28,True
UNKNOWN,Gentoo,45.77,13.0,213.7,4899.0,Adult,FEMALE,Biscoe West,Biscoe,2022-05-12,Healthy,PAPRI2022,UNKNOWN,2022-05-05,True
CHN-0066,Chinstrap,45.16668133802817,17.72,182.3,4577.0,Adult,MALE,Shortcut Point,Shortcut,2023-11-27,Overweight,PAPRI2023,yes,2023-11-13,False
UNKNOWN,Gentoo,47.42,15.3,214.3,4414.0,Adult,FEMALE,Biscoe West,Biscoe,2021-01-14,UNKNOWN,PAPRI2023,yes,2021-01-07,False
GEN-0065,Gentoo,39.11,14.27,211.8,3885.0,Adult,FEMALE,Biscoe West,Biscoe,1900-01-01,UNKNOWN,PAPRI2023,yes,2023-10-19,True
UNKNOWN,Gentoo,45.16668133802817,16.05,213.4,4584.0,Juvenile,MALE,Cormorant East,Cormorant,2022-06-27,Healthy,PAPRI2022,UNKNOWN,2022-06-17,False
UNKNOWN,Adelie,45.16668133802817,19.78,199.2,4268.0,Adult,MALE,Cormorant East,Dream,2024-01-13,Critical,PAPRI2020,yes,2024-01-10,False
UNKNOWN,Adelie,42.31,20.74,190.2,2500.0,Chick,MALE,Biscoe West,Biscoe,2021-11-03,Overweight,PAPRI2021,yes,2021-11-03,False
ADE-0055,Adelie,42.93,20.98,188.5,2781.571561370322,Juvenile,MALE,Dream South,Cormorant,2022-10-02,Healthy,PAPRI2022,yes,2022-09-19,False
GEN-0066,Gentoo,46.4,15.02,208.9,4611.0,Adult,MALE,Shortcut Point,Biscoe,2020-05-07,Healthy,PAPRI2020,yes,2020-05-04,False
ADE-0056,Adelie,40.64,20.14,199.315,3842.084374791102,Juvenile,FEMALE,Biscoe West,Biscoe,1900-01-01,Underweight,PAPRI2020,UNKNOWN,2020-03-01,False
UNKNOWN,Adelie,45.82,19.48,196.5,2500.0,Juvenile,MALE,Shortcut Point,Shortcut,2024-07-02,Sick,PAPRI2024,yes,2024-06-22,False
UNKNOWN,Adelie,35.42,17.65,191.8,3422.0,Adult,MALE,Torgersen North,Dream,2020-01-23,UNKNOWN,PAPRI2020,yes,2020-01-22,False
CHN-0067,Chinstrap,50.3,21.0,191.5,4197.0,Adult,MALE,Dream South,Cormorant,2024-10-06,Overweight,PAPRI2024,no,1900-01-01,False
UNKNOWN,Gentoo,51.87,16.96,221.5,5499.0,Adult,MALE,Cormorant East,Cormorant,2023-08-02,Overweight,PAPRI2023,yes,2023-07-24,False
UNKNOWN,Gentoo,46.41,13.79,210.7,4424.0,Adult,MALE,Torgersen North,Torgersen,2023-01-15,Healthy,PAPRI2023,yes,2023-01-02,False
CHN-0068,Chinstrap,50.71,18.74,192.6,2875.0,Juvenile,MALE,Shortcut Point,Shortcut,2022-12-04,Underweight,PAPRI2022,yes,2022-11-20,False
GEN-0067,Gentoo,45.16668133802817,15.78,222.2,6022.29,Adult,MALE,Dream South,Dream,2022-07-22,Healthy,PAPRI2022,no,1900-01-01,False
CHN-0069,Chinstrap,57.9,17.2,204.5,2500.0,Chick,MALE,Torgersen North,UNKNOWN,2023-03-11,Underweight,PAPRI2024,yes,2023-02-27,False
CHN-0070,Chinstrap,50.99,20.46,197.3,2628.0,UNKNOWN,MALE,Torgersen North,UNKNOWN,2022-07-01,Underweight,PAPRI2022,no,1900-01-01,False
CHN-0071,Chinstrap,48.49,18.36,199.315,3691.0,Adult,FEMALE,Torgersen North,Torgersen,2024-03-22,Healthy,PAPRI2024,yes,2024-03-18,False
ADE-0057,Adelie,42.14,17.485,192.0,4000.0,Adult,FEMALE,Dream South,Dream,2021-07-10,Healthy,PAPRI2021,yes,2021-07-06,False
CHN-0072,Chinstrap,42.53,18.63,208.7,3276.0,Juvenile,MALE,Dream South,Dream,2022-03-01,Underweight,PAPRI2022,no,1900-01-01,False
ADE-0058,Adelie,42.28,19.41,189.1,3166.0,Adult,FEMALE,Torgersen North,Torgersen,2024-08-03,Healthy,PAPRI2024,yes,2024-07-28,False
ADE-0059,Adelie,41.04,17.01,198.4,3573.0,Adult,MALE,Biscoe West,Biscoe,2021-02-09,Healthy,PAPRI2021,yes,2021-02-03,False
UNKNOWN,Adelie,43.31,18.99,182.2,4025.0,Adult,MALE,Torgersen North,UNKNOWN,2020-09-07,UNKNOWN,PAPRI2020,yes,2020-08-31,False
ADE-0061,Adelie,45.16668133802817,20.58,180.6,3368.0,Adult,MALE,Dream South,Dream,1900-01-01,Healthy,PAPRI2022,yes,2022-07-11,False
ADE-0062,Adelie,40.75,17.84,199.315,3401.0,Adult,FEMALE,Dream South,Dream,2024-04-03,Healthy,PAPRI2024,yes,2024-03-28,False
UNKNOWN,Gentoo,42.4,16.55,227.1,3948.0,Adult,MALE,Shortcut Point,Shortcut,2022-06-08,Underweight,PAPRI2022,yes,2022-06-03,False
CHN-0073,Chinstrap,36.75,20.52,192.1,4519.0,Adult,MALE,Biscoe West,Biscoe,2024-02-18,Overweight,PAPRI2024,yes,2024-02-05,False
CHN-0074,Chinstrap,49.22,14.9,209.0,2657.6904773250785,Adult,MALE,UNKNOWN,Dream,2023-07-28,Overweight,PAPRI2023,yes,2023-07-17,False
UNKNOWN,Chinstrap,52.18,19.37,201.4,2819.0,Juvenile,MALE,Shortcut Point,Shortcut,2024-05-29,Underweight,PAPRI2024,yes,2024-05-17,False
CHN-0075,Chinstrap,52.48,17.46,202.6,2978.0,Juvenile,FEMALE,Biscoe West,UNKNOWN,2023-06-10,Underweight,PAPRI2023,yes,2023-06-04,False
UNKNOWN,Adelie,35.72,18.11,185.3,3140.0,Adult,MALE,Dream South,Dream,2022-09-29,Healthy,PAPRI2022,yes,2022-09-18,False
UNKNOWN,Chinstrap,50.38,16.32,197.3,4079.0,Adult,MALE,UNKNOWN,Dream,2020-05-11,Overweight,PAPRI2020,UNKNOWN,2020-05-06,True
UNKNOWN,Adelie,42.1,19.27,188.5,3842.084374791102,Chick,MALE,Biscoe West,UNKNOWN,2023-07-19,Underweight,PAPRI2023,UNKNOWN,2023-07-14,False
CHN-0076,Chinstrap,45.16668133802817,15.4,187.2,2500.0,Chick,MALE,Torgersen North,Torgersen,2022-03-31,Underweight,PAPRI2022,yes,2022-03-21,False
GEN-0068,Gentoo,45.91,13.0,218.9,3842.084374791102,Juvenile,MALE,Biscoe West,Biscoe,2022-06-15,Underweight,PAPRI2022,yes,2022-06-14,False
ADE-0063,Adelie,41.59,18.11,187.6,3630.0,Adult,FEMALE,Cormorant East,UNKNOWN,2022-04-20,Healthy,PAPRI2020,yes,2022-04-15,False
CHN-0077,Chinstrap,44.94,13.9,195.8,4480.0,Adult,MALE,Torgersen North,Torgersen,2021-06-06,Sick,PAPRI2021,yes,2021-06-01,False
GEN-0069,Gentoo,50.2,15.73,219.1,4561.0,Adult,MALE,Torgersen North,Torgersen,2023-11-25,UNKNOWN,PAPRI2021,yes,2023-11-23,False
